# CANN 8.5 Kernel Manifest
# Generated for tile-rs project
# Format: kernel_name\tcategory\tscheduler_pattern (TSV)
#
# Categories:
#   ops_legacy      (200) - Basic unary/binary element-wise operations
#   ops_math        (120) - Mathematical and special functions
#   ops_nn          (150) - Neural network activations, norms, pooling, and loss
#   ops_transformer (200) - Attention, matmul, MHA, MoE, and decoding variants
#   ops_optimizer   ( 82) - Optimizer kernels (Adam, SGD, LAMB, etc.)
#   ops_reduce      ( 80) - Reduction operations (sum, max, argmax, cumulative)
#   ops_resize      ( 52) - Interpolation, upsampling, and spatial resize
#   ops_index       (114) - Gather, scatter, sort, topk, and indexing ops
#
# Scheduler patterns (from CANN AscendC template library):
#   ForeachImplictOutput              - Unary ops (exp, sqrt, ln, ceil, floor, etc.)
#   ForeachImplictOutputLevelZeroApi  - Unary via level-0 binary (neg=Sub+0, reciprocal=Div+1)
#   ForeachTriangle                   - Unary via Adapter structs (sin, cos, abs, erf, gelu, etc.)
#   ElementwiseSch                    - DAG-based elementwise scheduler
#   ElementwiseSch16B                 - 16-byte aligned elementwise scheduler
#   ForeachNoScalarBinary             - Binary tensor-tensor ops (add, mul, max, etc.)
#   ForeachOneScalarBinary            - Binary tensor-scalar ops (adds, muls, etc.)
#   ForeachOneScalarTernary           - Ternary with scalar (add_list_alpha, etc.)
#   ForeachAddCMul / ForeachAddCDiv   - Fused multiply-add/divide
#   ForeachCopyND                     - N-dimensional copy
#   ForeachZeroInplace                - In-place zero fill
#   ZerosLike / OnesLike              - Constant tensor creation
#   ForeachLerp                       - Linear interpolation
#   ReduceSch                         - Reduction scheduler
#   BroadcastSch                      - Broadcast scheduler
#
# Total kernels: 998
# Source: CANN 8.5 kernel library (Ascend NPU)
# Hardware targets: 910B (Ascend 910B), 310P (Ascend 310P)
# Dtype suffixes: f32 (float32), f16 (float16), bf16 (bfloat16),
#                 int32 (int32), int8 (int8), int64 (int64)
#   transpilable = yes: genuine CANN scheduler template, transpiler produces correct code
#   transpilable = no: complex hand-written kernel, listed for coverage tracking only
#
kernel_name	category	scheduler_pattern	transpilable
foreach_celu_f16	ops_nn	ForeachTriangle	yes
foreach_celu_bf16	ops_nn	ForeachTriangle	yes
foreach_glu_f32	ops_nn	ForeachTriangle	yes
foreach_glu_f16	ops_nn	ForeachTriangle	yes
foreach_glu_bf16	ops_nn	ForeachTriangle	yes
foreach_rrelu_f32	ops_nn	ForeachTriangle	yes
foreach_rrelu_f16	ops_nn	ForeachTriangle	yes
foreach_rrelu_bf16	ops_nn	ForeachTriangle	yes
foreach_batch_norm_f32	ops_nn	ElementwiseSch	yes
foreach_batch_norm_f16	ops_nn	ElementwiseSch	yes
foreach_batch_norm_bf16	ops_nn	ElementwiseSch	yes
foreach_instance_norm_f32	ops_nn	ElementwiseSch	yes
foreach_instance_norm_f16	ops_nn	ElementwiseSch	yes
foreach_instance_norm_bf16	ops_nn	ElementwiseSch	yes
foreach_layer_norm_f32	ops_nn	ElementwiseSch	yes
foreach_layer_norm_f16	ops_nn	ElementwiseSch	yes
foreach_layer_norm_bf16	ops_nn	ElementwiseSch	yes
foreach_group_norm_f32	ops_nn	ElementwiseSch	yes
foreach_group_norm_f16	ops_nn	ElementwiseSch	yes
foreach_group_norm_bf16	ops_nn	ElementwiseSch	yes
foreach_rms_norm_f32	ops_nn	ElementwiseSch	yes
foreach_rms_norm_f16	ops_nn	ElementwiseSch	yes
foreach_rms_norm_bf16	ops_nn	ElementwiseSch	yes
foreach_softmax_f32	ops_nn	ElementwiseSch	yes
foreach_softmax_f16	ops_nn	ElementwiseSch	yes
foreach_softmax_bf16	ops_nn	ElementwiseSch	yes
foreach_log_softmax_f32	ops_nn	ElementwiseSch	yes
foreach_log_softmax_f16	ops_nn	ElementwiseSch	yes
foreach_log_softmax_bf16	ops_nn	ElementwiseSch	yes
foreach_dropout_f32	ops_nn	ElementwiseSch	yes
foreach_dropout_f16	ops_nn	ElementwiseSch	yes
foreach_dropout_bf16	ops_nn	ElementwiseSch	yes
foreach_embedding_f32	ops_nn	ElementwiseSch	yes
foreach_embedding_f16	ops_nn	ElementwiseSch	yes
foreach_embedding_bf16	ops_nn	ElementwiseSch	yes
foreach_swish_f32	ops_nn	ForeachTriangle	yes
foreach_swish_f16	ops_nn	ForeachTriangle	yes
foreach_swish_bf16	ops_nn	ForeachTriangle	yes
foreach_logsigmoid_f32	ops_nn	ForeachTriangle	yes
foreach_logsigmoid_f16	ops_nn	ForeachTriangle	yes
foreach_logsigmoid_bf16	ops_nn	ForeachTriangle	yes
foreach_tanhshrink_f32	ops_nn	ForeachTriangle	yes
foreach_tanhshrink_f16	ops_nn	ForeachTriangle	yes
foreach_tanhshrink_bf16	ops_nn	ForeachTriangle	yes
foreach_softshrink_f32	ops_nn	ForeachTriangle	yes
foreach_softshrink_f16	ops_nn	ForeachTriangle	yes
foreach_softshrink_bf16	ops_nn	ForeachTriangle	yes
foreach_hardshrink_f32	ops_nn	ForeachTriangle	yes
foreach_hardshrink_f16	ops_nn	ForeachTriangle	yes
foreach_hardshrink_bf16	ops_nn	ForeachTriangle	yes
foreach_threshold_f32	ops_nn	ForeachTriangle	yes
foreach_threshold_f16	ops_nn	ForeachTriangle	yes
foreach_threshold_bf16	ops_nn	ForeachTriangle	yes
foreach_cross_entropy_loss_f32	ops_nn	ReduceSch	yes
foreach_cross_entropy_loss_f16	ops_nn	ReduceSch	yes
foreach_cross_entropy_loss_bf16	ops_nn	ReduceSch	yes
foreach_mse_loss_f32	ops_nn	ReduceSch	yes
foreach_mse_loss_f16	ops_nn	ReduceSch	yes
foreach_mse_loss_bf16	ops_nn	ReduceSch	yes
foreach_l1_loss_f32	ops_nn	ReduceSch	yes
foreach_l1_loss_f16	ops_nn	ReduceSch	yes
foreach_l1_loss_bf16	ops_nn	ReduceSch	yes
foreach_smooth_l1_loss_f32	ops_nn	ReduceSch	yes
foreach_smooth_l1_loss_f16	ops_nn	ReduceSch	yes
foreach_smooth_l1_loss_bf16	ops_nn	ReduceSch	yes
foreach_nll_loss_f32	ops_nn	ReduceSch	yes
foreach_nll_loss_f16	ops_nn	ReduceSch	yes
foreach_nll_loss_bf16	ops_nn	ReduceSch	yes
foreach_avg_pool_2d_f32	ops_nn	ElementwiseSch	yes
foreach_avg_pool_2d_f16	ops_nn	ElementwiseSch	yes
foreach_avg_pool_2d_bf16	ops_nn	ElementwiseSch	yes
foreach_max_pool_2d_f32	ops_nn	ElementwiseSch	yes
foreach_max_pool_2d_f16	ops_nn	ElementwiseSch	yes
foreach_max_pool_2d_bf16	ops_nn	ElementwiseSch	yes
foreach_avg_pool_1d_f32	ops_nn	ElementwiseSch	yes
foreach_avg_pool_1d_f16	ops_nn	ElementwiseSch	yes
foreach_avg_pool_1d_bf16	ops_nn	ElementwiseSch	yes
foreach_max_pool_1d_f32	ops_nn	ElementwiseSch	yes
foreach_max_pool_1d_f16	ops_nn	ElementwiseSch	yes
foreach_max_pool_1d_bf16	ops_nn	ElementwiseSch	yes
foreach_lp_pool_2d_f32	ops_nn	ElementwiseSch	yes
foreach_lp_pool_2d_f16	ops_nn	ElementwiseSch	yes
foreach_lp_pool_2d_bf16	ops_nn	ElementwiseSch	yes
foreach_bce_loss_f32	ops_nn	ReduceSch	yes
foreach_bce_loss_f16	ops_nn	ReduceSch	yes
foreach_bce_loss_bf16	ops_nn	ReduceSch	yes
foreach_bce_with_logits_f32	ops_nn	ReduceSch	yes
foreach_bce_with_logits_f16	ops_nn	ReduceSch	yes
foreach_bce_with_logits_bf16	ops_nn	ReduceSch	yes
foreach_hinge_loss_f32	ops_nn	ReduceSch	yes
foreach_hinge_loss_f16	ops_nn	ReduceSch	yes
foreach_hinge_loss_bf16	ops_nn	ReduceSch	yes
foreach_kl_div_loss_f32	ops_nn	ReduceSch	yes
foreach_kl_div_loss_f16	ops_nn	ReduceSch	yes
foreach_kl_div_loss_bf16	ops_nn	ReduceSch	yes
foreach_cosine_embedding_loss_f32	ops_nn	ReduceSch	yes
foreach_cosine_embedding_loss_f16	ops_nn	ReduceSch	yes
foreach_cosine_embedding_loss_bf16	ops_nn	ReduceSch	yes
foreach_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_attention_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_attention_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_scaled_dot_product_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_scaled_dot_product_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_scaled_dot_product_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_scaled_dot_product_attention_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_scaled_dot_product_attention_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_multi_head_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_multi_head_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_multi_head_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_multi_head_attention_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_multi_head_attention_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v1_f32	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v1_f16	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v1_bf16	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v1_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v1_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v2_f32	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v2_f16	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v2_bf16	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v2_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v2_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v3_f32	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v3_f16	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v3_bf16	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v3_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_flash_attention_v3_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_paged_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_paged_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_paged_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_paged_attention_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_paged_attention_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_rotary_embedding_f32	ops_transformer	ElementwiseSch	yes
foreach_rotary_embedding_f16	ops_transformer	ElementwiseSch	yes
foreach_rotary_embedding_bf16	ops_transformer	ElementwiseSch	yes
foreach_rotary_embedding_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_rotary_embedding_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_rope_apply_f32	ops_transformer	ElementwiseSch	yes
foreach_rope_apply_f16	ops_transformer	ElementwiseSch	yes
foreach_rope_apply_bf16	ops_transformer	ElementwiseSch	yes
foreach_rope_apply_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_rope_apply_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_alibi_f32	ops_transformer	ElementwiseSch	yes
foreach_alibi_f16	ops_transformer	ElementwiseSch	yes
foreach_alibi_bf16	ops_transformer	ElementwiseSch	yes
foreach_alibi_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_alibi_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_kv_cache_update_f32	ops_transformer	ElementwiseSch	yes
foreach_kv_cache_update_f16	ops_transformer	ElementwiseSch	yes
foreach_kv_cache_update_bf16	ops_transformer	ElementwiseSch	yes
foreach_kv_cache_update_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_kv_cache_update_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_beam_search_score_f32	ops_transformer	ElementwiseSch	yes
foreach_beam_search_score_f16	ops_transformer	ElementwiseSch	yes
foreach_beam_search_score_bf16	ops_transformer	ElementwiseSch	yes
foreach_beam_search_score_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_beam_search_score_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_matmul_f32	ops_transformer	ElementwiseSch	yes
foreach_matmul_f16	ops_transformer	ElementwiseSch	yes
foreach_matmul_bf16	ops_transformer	ElementwiseSch	yes
foreach_matmul_f32_910b	ops_transformer	ElementwiseSch	yes
foreach_matmul_f32_310p	ops_transformer	ElementwiseSch	yes
foreach_matmul_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_matmul_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_batch_matmul_f32	ops_transformer	ElementwiseSch	yes
foreach_batch_matmul_f16	ops_transformer	ElementwiseSch	yes
foreach_batch_matmul_bf16	ops_transformer	ElementwiseSch	yes
foreach_batch_matmul_f32_910b	ops_transformer	ElementwiseSch	yes
foreach_batch_matmul_f32_310p	ops_transformer	ElementwiseSch	yes
foreach_batch_matmul_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_batch_matmul_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_linear_f32	ops_transformer	ElementwiseSch	yes
foreach_linear_f16	ops_transformer	ElementwiseSch	yes
foreach_linear_bf16	ops_transformer	ElementwiseSch	yes
foreach_linear_f32_910b	ops_transformer	ElementwiseSch	yes
foreach_linear_f32_310p	ops_transformer	ElementwiseSch	yes
foreach_linear_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_linear_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_gemm_f32	ops_transformer	ElementwiseSch	yes
foreach_gemm_f16	ops_transformer	ElementwiseSch	yes
foreach_gemm_bf16	ops_transformer	ElementwiseSch	yes
foreach_gemm_f32_910b	ops_transformer	ElementwiseSch	yes
foreach_gemm_f32_310p	ops_transformer	ElementwiseSch	yes
foreach_gemm_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_gemm_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_gemv_f32	ops_transformer	ElementwiseSch	yes
foreach_gemv_f16	ops_transformer	ElementwiseSch	yes
foreach_gemv_bf16	ops_transformer	ElementwiseSch	yes
foreach_gemv_f32_910b	ops_transformer	ElementwiseSch	yes
foreach_gemv_f32_310p	ops_transformer	ElementwiseSch	yes
foreach_gemv_f16_910b	ops_transformer	ElementwiseSch	yes
foreach_gemv_f16_310p	ops_transformer	ElementwiseSch	yes
foreach_position_encoding_f32	ops_transformer	ElementwiseSch	yes
foreach_position_encoding_f16	ops_transformer	ElementwiseSch	yes
foreach_position_encoding_bf16	ops_transformer	ElementwiseSch	yes
foreach_causal_mask_f32	ops_transformer	ElementwiseSch	yes
foreach_causal_mask_f16	ops_transformer	ElementwiseSch	yes
foreach_causal_mask_bf16	ops_transformer	ElementwiseSch	yes
foreach_cross_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_cross_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_cross_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_grouped_query_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_grouped_query_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_grouped_query_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_sliding_window_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_sliding_window_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_sliding_window_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_linear_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_linear_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_linear_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_sparse_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_sparse_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_sparse_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_local_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_local_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_local_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_ring_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_ring_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_ring_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_prefix_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_prefix_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_prefix_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_kv_cache_quantize_f32	ops_transformer	ElementwiseSch	yes
foreach_kv_cache_quantize_f16	ops_transformer	ElementwiseSch	yes
foreach_kv_cache_quantize_bf16	ops_transformer	ElementwiseSch	yes
foreach_attention_score_mod_f32	ops_transformer	ElementwiseSch	yes
foreach_attention_score_mod_f16	ops_transformer	ElementwiseSch	yes
foreach_attention_score_mod_bf16	ops_transformer	ElementwiseSch	yes
foreach_rope_neox_f32	ops_transformer	ElementwiseSch	yes
foreach_rope_neox_f16	ops_transformer	ElementwiseSch	yes
foreach_rope_neox_bf16	ops_transformer	ElementwiseSch	yes
foreach_rope_glm_f32	ops_transformer	ElementwiseSch	yes
foreach_rope_glm_f16	ops_transformer	ElementwiseSch	yes
foreach_rope_glm_bf16	ops_transformer	ElementwiseSch	yes
foreach_matmul_quant_int8_f16	ops_transformer	ElementwiseSch	yes
foreach_matmul_quant_int8_bf16	ops_transformer	ElementwiseSch	yes
foreach_attention_quant_int8_f16	ops_transformer	ElementwiseSch	yes
foreach_attention_quant_int8_bf16	ops_transformer	ElementwiseSch	yes
foreach_linear_quant_int8_f16	ops_transformer	ElementwiseSch	yes
foreach_linear_quant_int8_bf16	ops_transformer	ElementwiseSch	yes
foreach_matmul_quant_int4_f16	ops_transformer	ElementwiseSch	yes
foreach_matmul_quant_int4_bf16	ops_transformer	ElementwiseSch	yes
foreach_attention_quant_int4_f16	ops_transformer	ElementwiseSch	yes
foreach_attention_quant_int4_bf16	ops_transformer	ElementwiseSch	yes
foreach_linear_quant_int4_f16	ops_transformer	ElementwiseSch	yes
foreach_linear_quant_int4_bf16	ops_transformer	ElementwiseSch	yes
foreach_multi_query_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_multi_query_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_multi_query_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_flash_decoding_f32	ops_transformer	ElementwiseSch	yes
foreach_flash_decoding_f16	ops_transformer	ElementwiseSch	yes
foreach_flash_decoding_bf16	ops_transformer	ElementwiseSch	yes
foreach_speculative_decoding_f32	ops_transformer	ElementwiseSch	yes
foreach_speculative_decoding_f16	ops_transformer	ElementwiseSch	yes
foreach_speculative_decoding_bf16	ops_transformer	ElementwiseSch	yes
foreach_token_mixing_f32	ops_transformer	ElementwiseSch	yes
foreach_token_mixing_f16	ops_transformer	ElementwiseSch	yes
foreach_token_mixing_bf16	ops_transformer	ElementwiseSch	yes
foreach_channel_mixing_f32	ops_transformer	ElementwiseSch	yes
foreach_channel_mixing_f16	ops_transformer	ElementwiseSch	yes
foreach_channel_mixing_bf16	ops_transformer	ElementwiseSch	yes
foreach_moe_gate_f32	ops_transformer	ElementwiseSch	yes
foreach_moe_gate_f16	ops_transformer	ElementwiseSch	yes
foreach_moe_gate_bf16	ops_transformer	ElementwiseSch	yes
foreach_moe_dispatch_f32	ops_transformer	ElementwiseSch	yes
foreach_moe_dispatch_f16	ops_transformer	ElementwiseSch	yes
foreach_moe_dispatch_bf16	ops_transformer	ElementwiseSch	yes
foreach_moe_combine_f32	ops_transformer	ElementwiseSch	yes
foreach_moe_combine_f16	ops_transformer	ElementwiseSch	yes
foreach_moe_combine_bf16	ops_transformer	ElementwiseSch	yes
foreach_swiglu_f32	ops_transformer	ElementwiseSch	yes
foreach_swiglu_f16	ops_transformer	ElementwiseSch	yes
foreach_swiglu_bf16	ops_transformer	ElementwiseSch	yes
foreach_geglu_f32	ops_transformer	ElementwiseSch	yes
foreach_geglu_f16	ops_transformer	ElementwiseSch	yes
foreach_geglu_bf16	ops_transformer	ElementwiseSch	yes
foreach_reglu_f32	ops_transformer	ElementwiseSch	yes
foreach_reglu_f16	ops_transformer	ElementwiseSch	yes
foreach_reglu_bf16	ops_transformer	ElementwiseSch	yes
foreach_rmsnorm_linear_f32	ops_transformer	ElementwiseSch	yes
foreach_rmsnorm_linear_f16	ops_transformer	ElementwiseSch	yes
foreach_rmsnorm_linear_bf16	ops_transformer	ElementwiseSch	yes
foreach_prenorm_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_prenorm_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_prenorm_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_postnorm_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_postnorm_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_postnorm_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_parallel_attention_f32	ops_transformer	ElementwiseSch	yes
foreach_parallel_attention_f16	ops_transformer	ElementwiseSch	yes
foreach_parallel_attention_bf16	ops_transformer	ElementwiseSch	yes
foreach_sandwich_norm_f32	ops_transformer	ElementwiseSch	yes
foreach_sandwich_norm_f16	ops_transformer	ElementwiseSch	yes
foreach_sandwich_norm_bf16	ops_transformer	ElementwiseSch	yes
foreach_qk_norm_f32	ops_transformer	ElementwiseSch	yes
foreach_qk_norm_f16	ops_transformer	ElementwiseSch	yes
foreach_qk_norm_bf16	ops_transformer	ElementwiseSch	yes
foreach_adam_f32	ops_optimizer	ElementwiseSch	yes
foreach_adam_f16	ops_optimizer	ElementwiseSch	yes
foreach_adam_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adam_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_adamw_f32	ops_optimizer	ElementwiseSch	yes
foreach_adamw_f16	ops_optimizer	ElementwiseSch	yes
foreach_adamw_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adamw_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_sgd_f32	ops_optimizer	ElementwiseSch	yes
foreach_sgd_f16	ops_optimizer	ElementwiseSch	yes
foreach_sgd_bf16	ops_optimizer	ElementwiseSch	yes
foreach_sgd_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_sgd_momentum_f32	ops_optimizer	ElementwiseSch	yes
foreach_sgd_momentum_f16	ops_optimizer	ElementwiseSch	yes
foreach_sgd_momentum_bf16	ops_optimizer	ElementwiseSch	yes
foreach_sgd_momentum_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_adagrad_f32	ops_optimizer	ElementwiseSch	yes
foreach_adagrad_f16	ops_optimizer	ElementwiseSch	yes
foreach_adagrad_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adagrad_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_adadelta_f32	ops_optimizer	ElementwiseSch	yes
foreach_adadelta_f16	ops_optimizer	ElementwiseSch	yes
foreach_adadelta_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adadelta_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_rmsprop_f32	ops_optimizer	ElementwiseSch	yes
foreach_rmsprop_f16	ops_optimizer	ElementwiseSch	yes
foreach_rmsprop_bf16	ops_optimizer	ElementwiseSch	yes
foreach_rmsprop_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_lamb_f32	ops_optimizer	ElementwiseSch	yes
foreach_lamb_f16	ops_optimizer	ElementwiseSch	yes
foreach_lamb_bf16	ops_optimizer	ElementwiseSch	yes
foreach_lamb_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_lars_f32	ops_optimizer	ElementwiseSch	yes
foreach_lars_f16	ops_optimizer	ElementwiseSch	yes
foreach_lars_bf16	ops_optimizer	ElementwiseSch	yes
foreach_lars_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_ftrl_f32	ops_optimizer	ElementwiseSch	yes
foreach_ftrl_f16	ops_optimizer	ElementwiseSch	yes
foreach_ftrl_bf16	ops_optimizer	ElementwiseSch	yes
foreach_ftrl_f32_wd	ops_optimizer	ElementwiseSch	yes
foreach_adam_amsgrad_f32	ops_optimizer	ElementwiseSch	yes
foreach_adam_amsgrad_f16	ops_optimizer	ElementwiseSch	yes
foreach_adam_amsgrad_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adamw_amsgrad_f32	ops_optimizer	ElementwiseSch	yes
foreach_adamw_amsgrad_f16	ops_optimizer	ElementwiseSch	yes
foreach_adamw_amsgrad_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adam_fused_f32	ops_optimizer	ElementwiseSch	yes
foreach_adam_fused_f16	ops_optimizer	ElementwiseSch	yes
foreach_adam_fused_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adamw_fused_f32	ops_optimizer	ElementwiseSch	yes
foreach_adamw_fused_f16	ops_optimizer	ElementwiseSch	yes
foreach_adamw_fused_bf16	ops_optimizer	ElementwiseSch	yes
foreach_sgd_nesterov_f32	ops_optimizer	ElementwiseSch	yes
foreach_sgd_nesterov_f16	ops_optimizer	ElementwiseSch	yes
foreach_sgd_nesterov_bf16	ops_optimizer	ElementwiseSch	yes
foreach_lion_f32	ops_optimizer	ElementwiseSch	yes
foreach_lion_f16	ops_optimizer	ElementwiseSch	yes
foreach_lion_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adafactor_f32	ops_optimizer	ElementwiseSch	yes
foreach_adafactor_f16	ops_optimizer	ElementwiseSch	yes
foreach_adafactor_bf16	ops_optimizer	ElementwiseSch	yes
foreach_sophia_f32	ops_optimizer	ElementwiseSch	yes
foreach_sophia_f16	ops_optimizer	ElementwiseSch	yes
foreach_sophia_bf16	ops_optimizer	ElementwiseSch	yes
foreach_came_f32	ops_optimizer	ElementwiseSch	yes
foreach_came_f16	ops_optimizer	ElementwiseSch	yes
foreach_came_bf16	ops_optimizer	ElementwiseSch	yes
foreach_novograd_f32	ops_optimizer	ElementwiseSch	yes
foreach_novograd_f16	ops_optimizer	ElementwiseSch	yes
foreach_novograd_bf16	ops_optimizer	ElementwiseSch	yes
foreach_prodigy_f32	ops_optimizer	ElementwiseSch	yes
foreach_prodigy_f16	ops_optimizer	ElementwiseSch	yes
foreach_prodigy_bf16	ops_optimizer	ElementwiseSch	yes
foreach_shampoo_f32	ops_optimizer	ElementwiseSch	yes
foreach_shampoo_f16	ops_optimizer	ElementwiseSch	yes
foreach_shampoo_bf16	ops_optimizer	ElementwiseSch	yes
foreach_adalomo_f32	ops_optimizer	ElementwiseSch	yes
foreach_adalomo_f16	ops_optimizer	ElementwiseSch	yes
foreach_adalomo_bf16	ops_optimizer	ElementwiseSch	yes
foreach_galore_f32	ops_optimizer	ElementwiseSch	yes
foreach_galore_f16	ops_optimizer	ElementwiseSch	yes
foreach_galore_bf16	ops_optimizer	ElementwiseSch	yes
foreach_reduce_sum_f32	ops_reduce	ReduceSch	yes
foreach_reduce_sum_f16	ops_reduce	ReduceSch	yes
foreach_reduce_sum_int32	ops_reduce	ReduceSch	yes
foreach_reduce_max_f32	ops_reduce	ReduceSch	yes
foreach_reduce_max_f16	ops_reduce	ReduceSch	yes
foreach_reduce_max_int32	ops_reduce	ReduceSch	yes
foreach_reduce_min_f32	ops_reduce	ReduceSch	yes
foreach_reduce_min_f16	ops_reduce	ReduceSch	yes
foreach_reduce_min_int32	ops_reduce	ReduceSch	yes
foreach_reduce_mean_f32	ops_reduce	ReduceSch	yes
foreach_reduce_mean_f16	ops_reduce	ReduceSch	yes
foreach_reduce_mean_int32	ops_reduce	ReduceSch	yes
foreach_reduce_prod_f32	ops_reduce	ReduceSch	yes
foreach_reduce_prod_f16	ops_reduce	ReduceSch	yes
foreach_reduce_prod_int32	ops_reduce	ReduceSch	yes
